SampleID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_2878	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2878
ASV_2879	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2879
ASV_2880	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2880
ASV_2881	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2881
ASV_2882	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2882
ASV_2883	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2883
ASV_2884	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2884
ASV_2885	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2885
ASV_2886	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2886
ASV_2887	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2887
ASV_2888	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2888
ASV_2889	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2889
ASV_2890	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2890
ASV_2891	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2891
ASV_2892	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2892
ASV_2893	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2893
ASV_2894	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2894
ASV_2895	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2895
ASV_2896	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2896
ASV_2897	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2897
ASV_2898	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2898
ASV_2899	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2899
ASV_2900	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2900
ASV_2901	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2901
ASV_2902	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2902
ASV_2903	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2903
ASV_2904	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2904
ASV_2905	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2905
ASV_2906	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2906
ASV_2907	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2907
ASV_2908	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2908
ASV_2909	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2909
ASV_2910	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2910
ASV_2911	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2911
ASV_2912	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2912
ASV_2913	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2913
ASV_2914	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2914
ASV_2915	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2915
ASV_2916	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2916
ASV_2917	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2917
ASV_2918	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2918
ASV_2919	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2919
ASV_2920	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2920
ASV_2921	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2921
ASV_2922	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2922
ASV_2923	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2923
ASV_2924	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2924
ASV_2925	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2925
ASV_2926	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2926
ASV_2927	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2927
ASV_2928	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2928
ASV_2929	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2929
ASV_2930	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2930
ASV_2931	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2931
ASV_2932	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2932
ASV_2933	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2933
ASV_2934	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2934
ASV_2935	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2935
ASV_2936	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2936
ASV_2937	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2937
ASV_2938	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2938
ASV_2939	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2939
ASV_2940	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2940
ASV_2941	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2941
ASV_2942	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2942
ASV_2943	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2943
ASV_2944	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2944
ASV_2945	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2945
ASV_2946	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2946
ASV_2947	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2947
ASV_2948	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2948
ASV_2949	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2949
ASV_2950	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2950
ASV_2951	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2951
ASV_2952	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2952
ASV_2953	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2953
ASV_2954	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2954
ASV_2955	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2955
ASV_2956	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2956
ASV_2957	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2957
ASV_2958	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2958
ASV_2959	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2959
ASV_2960	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2960
ASV_2961	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2961
ASV_2962	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2962
ASV_2963	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2963
ASV_2964	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2964
ASV_2965	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2965
ASV_2966	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2966
ASV_2967	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2967
ASV_2968	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2968
ASV_2969	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2969
ASV_2970	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2970
ASV_2971	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2971
ASV_2972	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2972
ASV_2973	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2973
ASV_2974	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2974
ASV_2975	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2975
ASV_2976	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2976
ASV_2977	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2977
ASV_2978	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2978
ASV_2979	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2979
ASV_2980	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2980
ASV_2981	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2981
ASV_2982	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2982
ASV_2983	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2983
ASV_2984	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2984
ASV_2985	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2985
ASV_2986	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2986
ASV_2987	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2987
ASV_2988	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2988
ASV_2989	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2989
ASV_2990	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2990
ASV_2991	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2991
ASV_2992	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2992
ASV_2993	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2993
ASV_2994	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2994
ASV_2995	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2995
ASV_2996	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2996
ASV_2997	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2997
ASV_2998	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2998
ASV_2999	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_2999
ASV_3000	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3000
ASV_3001	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3001
ASV_3002	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3002
ASV_3003	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3003
ASV_3004	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3004
ASV_3005	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3005
ASV_3006	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3006
ASV_3007	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3007
ASV_3008	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3008
ASV_3009	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3009
ASV_3010	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3010
ASV_3011	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3011
ASV_3012	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3012
ASV_3013	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3013
ASV_3014	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3014
ASV_3015	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3015
ASV_3016	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3016
ASV_3017	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3017
ASV_3018	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3018
ASV_3019	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3019
ASV_3020	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3020
ASV_3021	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3021
ASV_3022	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3022
ASV_3023	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3023
ASV_3024	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3024
ASV_3025	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3025
ASV_3026	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3026
ASV_3027	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3027
ASV_3028	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3028
ASV_3029	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3029
ASV_3030	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3030
ASV_3031	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3031
ASV_3032	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3032
ASV_3033	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3033
ASV_3034	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3034
ASV_3035	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3035
ASV_3036	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3036
ASV_3037	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3037
ASV_3038	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3038
ASV_3039	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3039
ASV_3040	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3040
ASV_3041	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3041
ASV_3042	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3042
ASV_3043	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3043
ASV_3044	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3044
ASV_3045	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3045
ASV_3046	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3046
ASV_3047	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3047
ASV_3048	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3048
ASV_3049	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3049
ASV_3050	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3050
ASV_3051	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3051
ASV_3052	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3052
ASV_3053	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3053
ASV_3054	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3054
ASV_3055	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3055
ASV_3056	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3056
ASV_3057	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3057
ASV_3058	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3058
ASV_3059	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3059
ASV_3060	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3060
ASV_3061	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3061
ASV_3062	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3062
ASV_3063	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3063
ASV_3064	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3064
ASV_3065	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3065
ASV_3066	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3066
ASV_3067	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3067
ASV_3068	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3068
ASV_3069	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3069
ASV_3070	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3070
ASV_3071	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3071
ASV_3072	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3072
ASV_3073	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3073
ASV_3074	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3074
ASV_3075	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3075
ASV_3076	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3076
ASV_3077	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3077
ASV_3078	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3078
ASV_3079	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3079
ASV_3080	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3080
ASV_3081	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3081
ASV_3082	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3082
ASV_3083	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3083
ASV_3084	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3084
ASV_3085	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3085
ASV_3086	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3086
ASV_3087	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3087
ASV_3088	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3088
ASV_3089	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3089
ASV_3090	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3090
ASV_3091	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3091
ASV_3092	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3092
ASV_3093	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3093
ASV_3094	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3094
ASV_3095	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3095
ASV_3096	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3096
ASV_3097	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3097
ASV_3098	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3098
ASV_3099	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3099
ASV_3100	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3100
ASV_3101	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3101
ASV_3102	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3102
ASV_3103	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3103
ASV_3104	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3104
ASV_3105	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3105
ASV_3106	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3106
ASV_3107	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3107
ASV_3108	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3108
ASV_3109	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3109
ASV_3110	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3110
ASV_3111	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3111
ASV_3112	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3112
ASV_3113	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3113
ASV_3114	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3114
ASV_3115	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3115
ASV_3116	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3116
ASV_3117	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3117
ASV_3118	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3118
ASV_3119	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3119
ASV_3120	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3120
ASV_3121	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3121
ASV_3122	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3122
ASV_3123	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3123
ASV_3124	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3124
ASV_3125	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3125
ASV_3126	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3126
ASV_3127	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3127
ASV_3128	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3128
ASV_3129	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3129
ASV_3130	k__Virus	p__unknown	c__unknown	o__unknown	f__Myoviridae	g__unknown	s__ASV_3130
